"study","dataset","variable","label","label_de","concept","questionnaire","question","item","description","description_de"
"twinlife","ZA6701_person_v3-0-0","dia5604s","mental disability sibling: end (year)","Geistige Behinderung Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5601s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5604t","mental disability twin 1: end (year)","Geistige Behinderung Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5601t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5604u","mental disability twin 2: end (year)","Geistige Behinderung Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5601u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5700s","diagnosis: physical disability (sibling)","Diagnose: Koerperliche Behinderung (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",8,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5700t","diagnosis: physical disability (twin 1)","Diagnose: Koerperliche Behinderung (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",8,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5700u","diagnosis: physical disability (twin 2)","Diagnose: Koerperliche Behinderung (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",8,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5701s","physical disability sibling: beginning (month)","Koerperliche Behinderung Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5701s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5701t","physical disability twin 1: beginning (month)","Koerperliche Behinderung Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5701t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5701u","physical disability twin 2: beginning (month)","Koerperliche Behinderung Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5701u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5702s","physical disability sibling: beginning (year)","Koerperliche Behinderung Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5701s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5702t","physical disability twin 1: beginning (year)","Koerperliche Behinderung Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5701t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5702u","physical disability twin 2: beginning (year)","Koerperliche Behinderung Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5701u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5703s","physical disability sibling: end (month)","Koerperliche Behinderung Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5701s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5703t","physical disability twin 1: end (month)","Koerperliche Behinderung Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5701t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5703u","physical disability twin 2: end (month)","Koerperliche Behinderung Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5701u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5704s","physical disability sibling: end (year)","Koerperliche Behinderung Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5701s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5704t","physical disability twin 1: end (year)","Koerperliche Behinderung Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5701t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5704u","physical disability twin 2: end (year)","Koerperliche Behinderung Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5701u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5800s","diagnosis: anxiety disorder (sibling)","Diagnose: Angsterkrankung (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",9,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5800t","diagnosis: anxiety disorder (twin 1)","Diagnose: Angsterkrankung (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",9,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5800u","diagnosis: anxiety disorder (twin 2)","Diagnose: Angsterkrankung (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",9,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5801s","anxiety disorder sibling: beginning (month)","Angsterkrankung Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5801s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5801t","anxiety disorder twin 1: beginning (month)","Angsterkrankung Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5801t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5801u","anxiety disorder twin 2: beginning (month)","Angsterkrankung Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5801u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5802s","anxiety disorder sibling: beginning (year)","Angsterkrankung Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5801s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5802t","anxiety disorder twin 1: beginning (year)","Angsterkrankung Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5801t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5802u","anxiety disorder twin 2: beginning (year)","Angsterkrankung Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5801u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5803s","anxiety disorder sibling: end (month)","Angsterkrankung Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5801s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5803t","anxiety disorder twin 1: end (month)","Angsterkrankung Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5801t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5803u","anxiety disorder twin 2: end (month)","Angsterkrankung Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5801u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5804s","anxiety disorder sibling: end (year)","Angsterkrankung Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5801s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5804t","anxiety disorder twin 1: end (year)","Angsterkrankung Z1: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5801t",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5804u","anxiety disorder twin 2: end (year)","Angsterkrankung Z2: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5801u",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5900s","diagnosis: social behavior disorder (sibling)","Diagnose: Stoerung des Sozialverhaltens (Geschwister)",,"twinlife-2014-F2F_Modul7_EueK","dia5000s",10,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5900t","diagnosis: social behavior disorder (twin 1)","Diagnose: Stoerung des Sozialverhaltens (Zwilling 1)",,"twinlife-2014-F2F_Modul7_EueK","dia5000t",10,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5900u","diagnosis: social behavior disorder (twin 2)","Diagnose: Stoerung des Sozialverhaltens (Zwilling 2)",,"twinlife-2014-F2F_Modul7_EueK","dia5000u",10,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5901s","disturbance of social behaviour sibling: beginning (month)","Stoerung des Sozialverhaltens Geschwister: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5901s",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5901t","disturbance of social behaviour twin 1: beginning (month)","Stoerung des Sozialverhaltens Z1: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5901t",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5901u","disturbance of social behaviour twin 2: beginning (month)","Stoerung des Sozialverhaltens Z2: Beginn Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5901u",1,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5902s","disturbance of social behaviour sibling: beginning (year)","Stoerung des Sozialverhaltens Geschwister: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5901s",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5902t","disturbance of social behaviour twin 1: beginning (year)","Stoerung des Sozialverhaltens Z1: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5901t",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5902u","disturbance of social behaviour twin 2: beginning (year)","Stoerung des Sozialverhaltens Z2: Beginn Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5901u",2,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5903s","disturbance of social behaviour sibling: end (month)","Stoerung des Sozialverhaltens Geschwister: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5901s",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5903t","disturbance of social behaviour twin 1: end (month)","Stoerung des Sozialverhaltens Z1: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5901t",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5903u","disturbance of social behaviour twin 2: end (month)","Stoerung des Sozialverhaltens Z2: Ende Monat",,"twinlife-2014-F2F_Modul7_EueK","dia5901u",3,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
"twinlife","ZA6701_person_v3-0-0","dia5904s","disturbance of social behaviour sibling: end (year)","Stoerung des Sozialverhaltens Geschwister: Ende Jahr",,"twinlife-2014-F2F_Modul7_EueK","dia5901s",4,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2011. ; https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394180.de/soepfrabo_personen_2011_en.pdf  ","Adaptiert von: Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2011. ; www.diw.de/documents/dokumentenarchiv/17/diw_01.c.394133.de/soepfrabo_personen_2011.pdf"
