"study","questionnaire","answer_list","value","label","label_de"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0200",10,"10: PhD","10: Promotion"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0200",11,"11: other qualification","11: sonstiger Abschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",1,"1: lower secondary school","1: Hauptschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",2,"2: intermediate level secondary school","2: Realschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",3,"3: upper secondary school","3: Gymnasium"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0600",4,"4: our school did not give any recommendations","4: an unserer Schule gab es keine Uebergangsempfehlung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",1,"1: lower secondary school-leaving qualification","1: Hauptschulabschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",2,"2: intermediate secondary school-leaving qualification","2: Realschulabschluss (Mittlere Reife)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",3,"3: upper secondary school-leaving qualification (Abitur/university entrance diploma)","3: Abitur"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0700",4,"4: no school-leaving qualification","4: keinen Schulabschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0800",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0800",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0800",1,"1: yes, vocational training certificate","1: ja, beruflichen Ausbildungsabschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0800",2,"2: yes, diploma from university or other higher educational institution","2: ja, Hochschulabschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0800",3,"3: no","3: nein"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",1,"1: easy","1: leicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ed5",5,"5: difficult","5: schwer"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0100",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0100",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0100",1,"1: no, I don't go to school yet","1: nein, ich gehe noch nicht in die Schule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0100",2,"2: yes, I go to school","2: ja, ich gehe in die Schule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0100",3,"3: no, I don't go to school anymore","3: nein, ich gehe nicht mehr in die Schule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0200",1,"1: yes, regularly","1: ja, regelmaessig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0200",2,"2: yes, occasionally","2: ja, gelegentlich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0200",3,"3: no","3: nein"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0301",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0301",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0301",1,"1: secondary school","1: allgemeinbildende Schule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0301",2,"2: vocational education","2: berufliche Ausbildung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0301",3,"3: higher education","3: Hochschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0301",4,"4: further education / retraining","4: Weiterbildung/Umschulung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0303",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0303",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0303",1,"1: university of applied sciences","1: Fachhochschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0303",2,"2: university, other higher educational institution","2: Universitaet, sonstige Hochschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0303",3,"3: PhD","3: Promotion"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0303",4,"4: other (please specify):","4: sonstiges, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",1,"1: vocational retraining","1: berufliche Umschulung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",2,"2: further vocational training","2: berufliche Fortbildung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",3,"3: vocational rehabilitation","3: berufliche Rehabilitation"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",4,"4: general or political further education","4: allgemeine oder politische Weiterbildung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0305",5,"5: other (please specify):","5: sonstiges, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",1,"1: year of basic education in preparation for vocational training","1: Berufsgrundbildungsjahr"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",2,"2: preparatory year for vocational training","2: Berufsvorbereitungsjahr"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",3,"3: vocational schooling without vocational training","3: Berufsschule ohne Lehre"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",4,"4: vocational training","4: Lehre"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",5,"5: full-time vocational school, business school","5: Berufsfachschule, Handelsschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",6,"6: health care school","6: Schule des Gesundheitswesens"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",7,"7: professional school, technical secondary school, e.g., master craftsman's or technician's certificate","7: Fachschule (z. B. Meister-, Technikerschule)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",8,"8: training for civil servants","8: Beamtenausbildung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0307",9,"9: other (please specify):","9: sonstiges, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",1,"1: primary school","1: Grundschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",2,"2: orientation level for secondary education","2: Orientierungsschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",3,"3: lower secondary school","3: Hauptschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",4,"4: intermediate secondary school","4: Realschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",5,"5: integrated lower and intermediate secondary school","5: Verb. Haupt- und Realschule (auch Sekundar-, Regel-, Mittel-, Ober-, Wirtsch.- und erw. Realschule, reg. Schule)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",6,"6: comprehensive secondary school","6: Gesamtschule (auch integrierte Schule)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",7,"7: Waldorf school","7: Waldorfschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",8,"8: upper secondary school","8: Gymnasium (auch Kolleg)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",9,"9: school for special needs children","9: Sonderschule/Foerderschule"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","edu0400",10,"10: other school (please specify):","10: andere Schule, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0200",1,"1: [only women younger than 50 years] yes, maternity leave","1: [nur bei Frauen juenger als 50 Jahre] ja, Mutterschutz"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0200",2,"2: yes, parental leave","2: ja, Elternzeit"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0200",3,"3: leave of absence/special leave for childcare","3: Beurlaubung/Sonderurlaub wegen Kinderbetreuung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0200",4,"4: no","4: nein"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",1,"1: full-time employment","1: voll erwerbstaetig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",2,"2: employed on a part-time basis (also with several part-time jobs)","2: in Teilzeitbeschaeftigung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",3,"3: in-company training/apprenticeship or vocational retraining","3: in betrieblicher Ausbildung/Lehre oder betrieblicher Umschulung"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",4,"4: marginally employed, Mini-jobs, One-Euro-jobs, e.g., when receiving unemployment benefit type 2","4: geringfuegig erwerbstaetig, Mini Job, Ein-Euro-Job, z.B. bei Bezug von Arbeitslosengeld 2"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",5,"5: occasionally or irregularly employed","5: gelegentlich oder unregelmaessig beschaeftigt"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",6,"6: voluntary military service","6: freiwilliger Wehrdienst"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",7,"7: voluntary social/ecological year, German federal volunteer service","7: freiwilliges soziales/oekologisches Jahr, Bundesfreiwilligendienst"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",8,"8: partial retirement with zero working hours","8: in Altersteilzeit mit Arbeitszeit Null"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",9,"9: early retirement, retirement, occupational disablity","9: Vorruhestaendler, Rentner, erwerbsunfaehig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",10,"10: not gainfully employed","10: nicht erwerbstaetig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0400",11,"11: other (please specify):","11: sonstiges, und zwar"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",1,"1: Blue-collar worker (Arbeiter) (also in agriculture)","1: Arbeiter/in (auch in der Landwirtschaft)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",2,"2: White-collar worker(Angestellte)","2: Angestellte/r"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",3,"3: Civil servant (including judges and professional soldiers)","3: Beamte/r (einschliesslich Richter und Berufssoldaten)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",4,"4: Self-employed (including family members working for the self-employed)","4: Selbstaendige/r (einschl. mithelfende Familienangehoerige)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0600",5,"5: apprentices / trainees / interns","5: Auszubildende und Praktikanten"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",1,"1: unskilled laborer","1: ungelernte Arbeiter"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",2,"2: semi-skilled laborer","2: angelernte Arbeiter"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",3,"3: skilled laborer","3: gelernte und Facharbeiter"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",4,"4: foreman / forewoman","4: Vorarbeiter, Kolonnenfuehrer"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0601",5,"5: master craftsman, technician","5: Meister, Polier"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0602",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0602",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0602",1,"1: self-employed farmer","1: selbstaendige Landwirte"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0602",2,"2: freelance professional, self-employed academic","2: freie Berufe, selbstaendige Akademiker"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0602",3,"3: other self-employed","3: sonstige Selbstaendige"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0602",4,"4: family workers","4: mithelfende Familienangehoerige"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0603",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0603",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0603",1,"1: none","1: keine"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0603",2,"2: 1 to 9","2: 1 bis 9"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0603",3,"3: 10 and more","3: 10 und mehr"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0604",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0604",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0604",1,"1: apprentices, commercial-technical","1: Auszubildende, gewerblich-technisch"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0604",2,"2: apprentices, commercial","2: Auszubildende, kaufmaennisch"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0604",3,"3: interns","3: Volontaere, Praktikanten und aehnliches"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",1,"1: master craftsman or technician in white-collar position","1: Industrie- und Werkmeister im Angestelltenverhaeltnis"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",2,"2: unskilled employee","2: Angestellte mit einfacher Taetigkeit ohne Ausbildungsabschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",3,"3: skilled employee","3: Angestellte mit einfacher Taetigkeit mit Ausbildungsabschluss"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",4,"4: employee in qualified position","4: Angestellte mit qualifizierter Taetigkeit (z.B. Sachbearbeiter, Buchhalter oder tech. Zeichner)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",5,"5: employee in highly-qualified position","5: Angestellte mit hochqualifizierter Taetigkeit (z.B. wiss. Mitarbeiter, Ingenieur, Abteilungsleiter)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",6,"6: employee in managerial position","6: Angestellte mit Leitungsfunktionen (z.B. Abteilungsleiter)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0605",7,"7: employee with comprehensive managerial responsibilities","7: Angestellte mit umf. Fuehrungsaufg. (z.B. Direktor, Geschaeftsfuehrer, Vorstand groesserer Betriebe/Verbaende)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0606",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0606",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0606",1,"1: top management","1: im Topmanagement (z.B. Vorstand, Geschaeftsfuehrung, Ressortleitung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0606",2,"2: middle management","2: im Mittelmanagement (z.B. Abteilungsleitung, Regionalleitung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0606",3,"3: lower management position","3: im unteren Management (z.B. Gruppen- o. Referatsleitung, Leitung einer kleineren Filiale/eines kleinen Betriebs)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0606",4,"4: high-qualified specialist position (e.g., project management)","4: in einer hochqualifizierten Fachposition (z.B. Projektleitung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0607",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0607",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0607",1,"1: lower civil service","1: Einfacher Dienst"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0607",2,"2: medium level civil service","2: Mittlerer Dienst"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0607",3,"3: senior civil service","3: Gehobener Dienst"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0607",4,"4: higher civil service","4: Hoeherer Dienst"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0700",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0700",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0704",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0704",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0704",1,"1: Permanent contract","1: unbefristet"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0704",2,"2: Fixed-term contract","2: befristet"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0705",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0705",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0705",999,"999: no contractually defined working hours","999: keine festgelegte Arbeitszeit"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0708",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0708",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0708",1,"1: yes, Mini-job (up to 450 Euro)","1: ja, Mini-Job (bis 450 Euro)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0708",2,"2: yes, Midi-job (451 till 850 Euro)","2: ja, Midi-Job (451 bis 850 Euro)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0708",3,"3: no","3: nein"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0800",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0800",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0800",97,"97: not employed up to now","97: hatte noch keine Stelle"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0801",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0801",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0801",9997,"9997: not employed up to now","9997: hatte noch keine Stelle"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",1,"1: company/department closed","1: wegen Betriebsstilllegung/Aufloesung der Dienststelle"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",2,"2: resigned / terminated own contract","2: durch eigene Kuendigung/Aufloesungsvertrag auf eigenen Wunsch"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",3,"3: dismissed /contract terminated by employer","3: durch Kuendigung von Seiten des Arbeitgebers/Aufloesungsvertrag auf Wunsch des Arbeitgebers"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",4,"4: temporary employment or apprenticeship came to an end","4: befristete Beschaeftigung oder Ausbildung war beendet"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",5,"5: reached age limit/retirement age/pensionable age","5: erreichen der Altersgrenze/Rente/Pension"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp0804",6,"6: gave up freelance work / own business","6: Aufgabe der selbstaendigen Taetigkeit/des Geschaefts"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1001",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1001",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1001",1,"1: daily","1: taeglich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1001",2,"2: several times a week","2: mehrmals pro Woche"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1001",3,"3: weekly","3: woechentlich"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1001",4,"4: less frequently","4: seltener"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1002",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1002",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1002",9996,"9996: not at all, I work at home","9996: gar nicht, ich arbeite von zuhause aus"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1002",9997,"9997: can't tell, because of switching workplaces","9997: nicht zu sagen, da wechselnder Arbeitsort"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",1,"1: completely imbalanced","1: absolut unausgeglichen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",2,"2","2"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",3,"3","3"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",4,"4","4"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","emp1200",5,"5: completely balanced","5: absolut ausgeglichen"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",1,"1: married, cohabitating","1: verheiratet, mit Ehepartner zusammenlebend"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",2,"2: married, permanently separated","2: verheiratet, dauerhaft getrennt lebend"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",3,"3: registered same-sex partnership, cohabitating with partner","3: eingetragene gleichgeschlechtliche Lebenspartnerschaft, mit Partner zusammenlebend"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",4,"4: registered same-sex partnership, permanently separated","4: eingetragene gleichgeschlechtliche Lebenspartnerschaft, dauerhaft getrennt lebend"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",5,"5: single","5: ledig"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",6,"6: divorced/separated","6: geschieden/entpartnert"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fam",7,"7: widowed/bereaved","7: verwitwet/partnerhinterblieben"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fre3",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fre3",-98,"-98: don't know","-98: weiss nicht"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fre3",1,"1: never","1: nie"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fre3",2,"2: occasionally","2: manchmal"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","fre3",3,"3: very often","3: ganz oft"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ihh",-99,"-99: not specified (refused to answer)","-99: keine Angabe (Antwortverweigerung)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","ihh",-98,"-98: don't know","-98: weiss nicht"
