"study","questionnaire","question","item","number","concept","text","text_de","instruction","instruction_de","answer_list","scale","filter","goto","label","template.id","range","scripternotes","old.template.id","dataset","var_fix","description","description_de"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0200",,95,,"When you think about your current gross income, would you say that what you get paid is fair for the work you do, or is it above or below what you consider fair?","Wenn Sie an Ihr gegenwaertiges Bruttoeinkommen denken, wuerden Sie sagen, dass es in Bezug auf Ihre Taetigkeit gerecht oder ungerechterweise zu hoch oder ungerechterweise zu niedrig ist?",,,"inc0200","cat","emp0400 == 1 | emp0400 == 2 | emp0400 == 3 | emp0400 == 4",,,,,,,,,"Linked Employer-Employee Panel Survey (LEEP): LEEP-B3 Project Interactions Between Capabilities in Work and Private Life: A Study of Employees in Different Work Organizations Employee and Partner Survey 2012","Linked-Employer-Employee Panels (LEEP): LEEP-B3 Projekt Wechselwirkungen zwischen Verwirklichungschancen im Berufs- und Privatleben Beschaeftigten- und Partnerbefragung 2012 ; [[URL link]](https://pub.uni-bielefeld.de/download/2709805/2709806)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0201",,96,,"What do you consider a fair gross monthly income for you?","Was waere in Ihren Augen ein gerechtes monatliches Bruttoeinkommen fuer Sie?",,,"inc0100","dec","inc0200 == 1 | inc0200 == 3",,,,,,,,,"Linked Employer-Employee Panel Survey (LEEP): LEEP-B3 Project Interactions Between Capabilities in Work and Private Life: A Study of Employees in Different Work Organizations Employee and Partner Survey 2012","Linked-Employer-Employee Panels (LEEP): LEEP-B3 Projekt Wechselwirkungen zwischen Verwirklichungschancen im Berufs- und Privatleben Beschaeftigten- und Partnerbefragung 2012 ; [[URL link]](https://pub.uni-bielefeld.de/download/2709805/2709806)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","inc0202",,97,,"What do you consider a fair gross yearly income for you?","Was waere in Ihren Augen ein gerechtes jaehrliches Bruttoeinkommen fuer Sie?",,,"inc0100","dec","inc0200 == 1 | inc0200 == 3",,,,,,,,,"Linked Employer-Employee Panel Survey (LEEP): LEEP-B3 Project Interactions Between Capabilities in Work and Private Life: A Study of Employees in Different Work Organizations Employee and Partner Survey 2012","Linked-Employer-Employee Panels (LEEP): LEEP-B3 Projekt Wechselwirkungen zwischen Verwirklichungschancen im Berufs- und Privatleben Beschaeftigten- und Partnerbefragung 2012 ; [[URL link]](https://pub.uni-bielefeld.de/download/2709805/2709806)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0100",,98,,"What is your highest school-leaving qualification?","Welchen hoechsten Schulabschluss haben Sie erreicht?",,,"eca0100","cat","edu0100 != 1 & edu0100 != 2 & edu0301 != 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2003 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.38957.de/personen_en.409727.pdf)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2003 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.38383.de/personen_2003.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0101",,99,,"What is your highest school-leaving qualification?","Welchen hoechsten Schulabschluss haben Sie erreicht? (offene Angabe)",,,,"chr","eca0100 == 6",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Life Course 2012","TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Lebenslauffragebogen, Altstichproben. SOEP Survey Papers 160: Series A. Berlin: DIW/SOEP.
 ; [[URL link]](http://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.56576.de/lebenslauf_2012.pdf; https://www.econstor.eu/bitstream/10419/88782/1/775837709.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0102",,100,,"What was the last school you attended?","Welche Schule haben Sie zuletzt besucht?",,,"edu0400","cat","eca0100 == 1",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0103",,101,,"What was the last school you attended?","Welche Schule haben Sie zuletzt besucht? (offene Angabe)",,,,"chr","eca0102 == 10",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0104",,102,,"What year did you leave secondary school?","In welchem Jahr haben Sie die allgemeinbildende Schule beendet?",,,"mis","int","eca0100 > 1 & eca0100 < 7",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0105",,103,,"Please specify your final grade on your highest educational degree/diploma/qualification. Please translate grades for foreign degrees into the German grade system.","Bitte geben Sie die Abschlussnote Ihres hoechsten Schulabschlusses an. Noten aus auslaendischen Abschluessen bitte in das deutsche Notensystem ""umrechnen"".",,,"mis","dec","eca0100 > 1 & eca0100 < 7",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0200",,104,,"What educational degree / diploma / qualification did you attain? If you have attained more than one, please state the highest.","Welchen Ausbildungs- oder Studienabschluss haben Sie gemacht? Falls Sie mehrere Ausbildungsabschluesse haben, geben Sie bitte den hoechsten an.",,,"eca0200","cat","edu0100 != 1 & edu0100 != 2 & edu0301 != 1",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0201",,105,,"What year did you earn your educational degree/diploma/qualification?","In welchem Jahr haben Sie den Ausbildungs- oder Studienabschluss erreicht?",,,"mis","int","eca0200 > 1 & eca0200 < 12",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2012 ; [[URL link]](https://www.econstor.eu/bitstream/10419/100687/1/795572875.pdf)","Adaptiert von: TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 157: Series A. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/handle/10419/100687)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0202",,106,,"You stated [highest qualification] as your highest educational degree / diploma / qualification. Please state the respective job, career path, or technical field.","Sie haben folgende Ausbildung angegeben: [hoechsten Ausbildungsabschluss einblenden]. Bitte geben Sie den dazugehoerigen Ausbildungsberuf bzw. die Laufbahn oder Fachrichtung an.",,,,"chr","eca0200 > 1 & eca0200 < 12",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Individual 2003 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.38957.de/personen_en.409727.pdf)","Sozio-oekonomisches Panel (SOEP): SOEP Personenfragebogen 2003 ; [[URL link]](https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.38383.de/personen_2003.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0300",,107,,"Did you ever repeat a grade of school?","Haben Sie in Ihrer Schulzeit einmal eine Klasse wiederholt?",,,"yn","cat","age > 15",,,,,,,,,"Adapted from: The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","Adaptiert von: TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301",,108,,"Which grade did you repeat?","Welche Klasse(n) wurde(n) wiederholt?",,,,"txt","eca0300 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","1",109,,"1. grade","1. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","2",110,,"2. grade","2. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","3",111,,"3. grade","3. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","4",112,,"4. grade","4. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","5",113,,"5. grade","5. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","6",114,,"6. grade","6. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","7",115,,"7. grade","7. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","8",116,,"8. grade","8. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","9",117,,"9. grade","9. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","10",118,,"10. grade","10. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","11",119,,"11. grade","11. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","12",120,,"12. grade","12. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","13",121,,"13. grade","13. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","14",122,,"don't know","weiss nicht",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0301","15",123,,"n.a.","keine Angabe",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0400",,124,,"Did you ever skip a grade or grades?","Haben Sie schon einmal eine Klasse uebersprungen?",,,"yn","cat","age > 15",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401",,125,,"Which grade(s) did you skip?","Welche Klasse(n) wurde(n) uebersprungen?",,,,"txt","eca0400 == 1",,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","1",126,,"1. grade","1. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","2",127,,"2. grade","2. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","3",128,,"3. grade","3. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","4",129,,"4. grade","4. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","5",130,,"5. grade","5. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","6",131,,"6. grade","6. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","7",132,,"7. grade","7. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","8",133,,"8. grade","8. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","9",134,,"9. grade","9. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","10",135,,"10. grade","10. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","11",136,,"11. grade","11. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","12",137,,"12. grade","12. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","13",138,,"13. grade","13. Klasse",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","14",139,,"don't know","weiss nicht",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
"twinlife","twinlife-2014-F2F_Modul3_Basismodul","eca0401","15",140,,"n.a.","keine Angabe",,,"mn","cat",,,,,,,,,,"The German Socio-Economic Panel Study (SOEP): SOEP Core Study Youth 2014","TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Jugendfragebogen, Altstichproben. SOEP Survey Papers 238: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0238.pdf)"
