study_name,questionnaire_name,question_name,item,number,concept,text,text_de,instruction,instruction_de,answer_list,scale,filter,goto,label,variable_description,variable_description_de,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,answer_list_name,item_name
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0200u,12.0,242,,care of twin 2 7-22 months: babysitter,Von einer anderen nicht verwandten Person (Babysitter),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,12.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0200u,13.0,243,,care of twin 2 7-22 months: care institution (from 3 yrs),Betreuungseinrichtung bis 3 Jahre (z.B. Krippe, Kindertageseinrichtung (KITA)),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,13.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0200u,14.0,244,,care of twin 2 7-22 months: care institution (up to 3 yrs),Betreuungseinrichtung ab einschliesslich 3 Jahre (z.B. Kindergarten, KITA),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0200u,15.0,245,,care of twin 2 7-22 months: child was alone,Kind blieb (zeitweise) alleine,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,15.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0200u,16.0,246,,care of twin 2 7-22 months: other,Sonstiges, und zwar:,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,16.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,,247,,care of twin 2 2nd year of life,Betreuung Z2 im 2. Lebensjahr,,,car0100,txt,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,1.0,248,,care of twin 2 in 2nd year of life: oneself,Von mir selbst,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,1.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,2.0,249,,care of twin 2 in 2nd year of life: other parent (same household),Von dem jeweils anderen Elternteil im gleichen Haushalt,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,2.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,3.0,250,,care of twin 2 in 2nd year of life: other parent (other household),Von dem jeweils anderen Elternteil ausserhalb des Haushalts,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,3.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,4.0,251,,care of twin 2 in 2nd year of life: partner (not parent),Von meinem Partner/meiner Partnerin (falls nicht leibliches Elternteil),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,4.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,5.0,252,,care of twin 2 in 2nd year of life: grandparents,Von den Grosseltern des Kindes,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,5.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,6.0,253,,care of twin 2 in 2nd year of life: sibling(s),Von den Geschwistern des Kindes,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,6.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,7.0,254,,care of twin 2 in 2nd year of life: other relatives,Von sonstigen Verwandten,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,7.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,8.0,255,,care of twin 2 in 2nd year of life: friends,Von Freunden, Bekannten, Nachbarn,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,8.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,9.0,256,,care of twin 2 in 2nd year of life: day care mother (skilled),Von einer ausgebildeten Tagesmutter (ausser Haus),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,9.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,10.0,257,,care of twin 2 in 2nd year of life: day care mother (non-skilled),Von einer Tagesmutter ohne spezielle paedagogische oder pflegerische Ausbildung (ausser Haus),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,10.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,11.0,258,,care of twin 2 in 2nd year of life: nanny, au-pair,Von einer Kinderfrau oder Au-Pair in Ihrem Haushalt,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,11.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,12.0,259,,care of twin 2 in 2nd year of life: babysitter,Von einer anderen nicht verwandten Person (Babysitter),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,12.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,13.0,260,,care of twin 2 in 2nd year of life: care institution (from 3 yrs),Betreuungseinrichtung bis 3 Jahre (z.B. Krippe, Kindertageseinrichtung (KITA)),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,13.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,14.0,261,,care of twin 2 in 2nd year of life: care institution (up to 3 yrs),Betreuungseinrichtung ab einschliesslich 3 Jahre (z.B. Kindergarten, KITA),,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,14.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,15.0,262,,care of twin 2 in 2nd year of life: child was alone,Kind blieb (zeitweise) alleine,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,15.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0300u,16.0,263,,care of twin 2 in 2nd year of life: other,Sonstiges, und zwar:,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,16.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,,264,,care of twin 2 3rd year of life,Betreuung Z2 im 3. Lebensjahr,,,car0100,txt,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,1.0,265,,care of twin 2 in 3rd year of life: oneself,Von mir selbst,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,1.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,2.0,266,,care of twin 2 in 3rd year of life: other parent (same household),Von dem jeweils anderen Elternteil im gleichen Haushalt,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,2.0
twinlife-panel,twinlife-panel-2014-f2f_modul6_betreuung,car0400u,3.0,267,,care of twin 2 in 3rd year of life: other parent (other household),Von dem jeweils anderen Elternteil ausserhalb des Haushalts,,,car0100,cat,,,,"adapted from: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)","adaptiert von: Socio-Economic Panel; http://www.diw.de/de/diw_02.c.238114.de/frageboegen_methodenberichte.html (--> https://www.econstor.eu/dspace/bitstream/10419/88778/1/77583694X.pdf); Wagner, G. G., Frick, J. R., & Schupp, J. (2007). The German Socio-Economic Panel study (SOEP)-evolution, scope and enhancements. (http://www.schmollersjahrbuch.de/webcontent/2007/Wagner%20et%20al.pdf)",,,,,,,,,,,,,car0100,3.0
