study_name,dataset_name,variable_name,label,label_de,concept_name,questionnaire,question,item,description,description_de,description_long
twinlife,za6701_person_v3-0-0,emp0800,,Letzte Stelle beendet (bei Arbeitslosigkeit) - Monat,,twinlife-2014-F2F_Alteri-OnlineFragebogen,emp0800,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0801,,Letzte Stelle beendet (bei Arbeitslosigkeit) - Jahr,,twinlife-2014-F2F_Modul3_Basismodul,emp0801,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0802,,Beschaeftigungsdauer letzte Stelle (bei Arbeitslosigkeit) - Monate,,twinlife-2014-F2F_Modul3_Basismodul,emp0802,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0803,,Beschaeftigungsdauer letzte Stelle (bei Arbeitslosigkeit) - Jahre,,twinlife-2014-F2F_Modul3_Basismodul,emp0803,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0804,,Art der Beendigung des vorherigen Beschaeftigungsverhaeltnisses,,twinlife-2014-F2F_Alteri-OnlineFragebogen,emp0804,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0900,,Erforderliche Ausbildung fuer Beruf: Kein beruflicher Ausbildungsabschluss,,twinlife-2014-F2F_Alteri-Fragebogen,emp0900,1.0,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0901,,Erforderliche Ausbildung fuer Beruf: Eine berufliche Ausbildung,,twinlife-2014-F2F_Alteri-OnlineFragebogen,emp0900,2.0,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0902,,Erforderliche Ausbildung fuer Beruf: Ein abgeschlossenes FH-Studium,,twinlife-2014-F2F_Alteri-Fragebogen,emp0900,3.0,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0903,,Erforderliche Ausbildung fuer Beruf: Abgeschl. Uni-/Hochschulstudium,,twinlife-2014-F2F_Alteri-Fragebogen,emp0900,4.0,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0998,,Erforderliche Ausbildung fuer Beruf: Weiss nicht,,twinlife-2014-F2F_Alteri-OnlineFragebogen,emp0900,5.0,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp0999,,Erforderliche Ausbildung: Keine Angabe,,twinlife-2014-F2F_Modul3_Basismodul,emp0900,6.0,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,emp1000,,Arbeitsplatz am Wohnort,,twinlife-2014-F2F_Modul3_Basismodul,emp1000,,,"TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 157: Series A. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/bitstream/10419/100687/1/795572875.pdf)",
twinlife,za6701_person_v3-0-0,emp1001,,Pendeln,,twinlife-2014-F2F_Modul3_Basismodul,emp1001,,,"TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 157: Series A. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/bitstream/10419/100687/1/795572875.pdf)",
twinlife,za6701_person_v3-0-0,emp1002,,Entfernung zur Arbeit- km,,twinlife-2014-F2F_Modul3_Basismodul,emp1002,,,"TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 157: Series A. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/bitstream/10419/100687/1/795572875.pdf)",
twinlife,za6701_person_v3-0-0,emp1100,,Arbeitsplatzsicherheit: Wahr. Arbeitsplatzverlust i.d. naechsten 2 Jahren,,twinlife-2014-F2F_Modul3_Basismodul,emp1100,,,"TNS Infratest Sozialforschung. 2013. SOEP 2012 - Erhebungsinstrumente 2012 (Welle 29) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 157: Series A. Berlin: DIW/SOEP ; [[URL link]](https://www.econstor.eu/bitstream/10419/100687/1/795572875.pdf)",
twinlife,za6701_person_v3-0-0,emp1200,,Jobzufriedenheit: Ausgeglichenheit Leistung und Ertrag am Arbeitsplatz,,twinlife-2014-F2F_Modul3_Basismodul,emp1200,,,Linked-Employer-Employee Panels (LEEP): LEEP-B3 Projekt Wechselwirkungen zwischen Verwirklichungschancen im Berufs- und Privatleben Beschaeftigten- und Partnerbefragung 2012 ; [[URL link]](https://pub.uni-bielefeld.de/download/2709805/2709806),
twinlife,za6701_person_v3-0-0,ext0100,,Haeufig unruhig,,twinlife-2014-F2F_Modul4_CASI,ext0100,1.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0100s,,"Unruhig, ueberaktiv (Geschwister)",,twinlife-2014-F2F_Modul7_EueK,ext0100s,11.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0100t,,"Unruhig, ueberaktiv (Z1)",,twinlife-2014-F2F_Modul7_EueK,ext0100t,11.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0100u,,"Unruhig, ueberaktiv (Z2)",,twinlife-2014-F2F_Modul7_EueK,ext0100u,11.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0101,,"Dauernd in Bewegung, zappelig",,twinlife-2014-F2F_Modul4_CASI,ext0100,2.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0101s,,"Leicht ablenkbar, unkonzentriert (Geschwister)",,twinlife-2014-F2F_Modul7_EueK,ext0100s,13.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0101t,,"Leicht ablenkbar, unkonzentriert (Z1)",,twinlife-2014-F2F_Modul7_EueK,ext0100t,13.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0101u,,"Leicht ablenkbar, unkonzentriert (Z2)",,twinlife-2014-F2F_Modul7_EueK,ext0100u,13.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0102,,Leicht ablenkbar und unkonzentriert,,twinlife-2014-F2F_Modul4_CASI,ext0100,3.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0102s,,Denkt vor Handlung nach (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,14.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0102t,,Denkt vor Handlung nach (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,14.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0102u,,Denkt vor Handlung nach (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,14.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0103,,Denke nach bevor ich handle,,twinlife-2014-F2F_Modul4_CASI,ext0100,4.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0103s,,Fuehrt Aufgaben zuende (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,15.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0103t,,Fuehrt Aufgaben zuende (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,15.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0103u,,Fuehrt Aufgaben zuende (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,15.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0104,,Fuehre Aufgaben zuende und bin konzentriert,,twinlife-2014-F2F_Modul4_CASI,ext0100,5.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0104s,,"Haeufige Wutanfaelle, aufbrausend (Geschwister)",,twinlife-2014-F2F_Modul7_EueK,ext0100s,16.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0104t,,"Haeufige Wutanfaelle, aufbrausend (Z1)",,twinlife-2014-F2F_Modul7_EueK,ext0100t,16.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0104u,,"Haeufige Wutanfaelle, aufbrausend (Z2)",,twinlife-2014-F2F_Modul7_EueK,ext0100u,16.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0105,,Leicht wuetend,,twinlife-2014-F2F_Modul4_CASI,ext0100,6.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0105s,,Meist folgsam (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,17.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0105t,,Meist folgsam (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,17.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0105u,,Meist folgsam (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,17.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0106,,Tue normalerweise was man mir sagt,,twinlife-2014-F2F_Modul4_CASI,ext0100,7.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0106s,,Streitet und schikaniert oft andere Kinder (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,18.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0106t,,Streitet und schikaniert oft andere Kinder (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,18.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0106u,,Streitet und schikaniert oft andere Kinder (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,18.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0107,,Greife andere koerperlich an,,twinlife-2014-F2F_Modul4_CASI,ext0100,8.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0107s,,Haeufiges Luegen/Mogeln (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,19.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0107t,,Haeufiges Luegen/Mogeln (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,19.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0107u,,Haeufiges Luegen/Mogeln (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,19.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0108,,"Andere behaupten, dass ich luege",,twinlife-2014-F2F_Modul4_CASI,ext0100,10.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0108s,,Stiehlt zuhause/in der Schule/anderswo (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,20.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0108t,,Stiehlt zuhause/in der Schule/anderswo (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,20.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0108u,,Stiehlt zuhause/in der Schule/anderswo (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,20.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0109,,"Nehme Dinge, die mir nicht gehoeren",,twinlife-2014-F2F_Modul4_CASI,ext0100,12.0,,"Adaptiert von: Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0109s,,Zappelig (Geschwister),,twinlife-2014-F2F_Modul7_EueK,ext0100s,12.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0109t,,Zappelig (Z1),,twinlife-2014-F2F_Modul7_EueK,ext0100t,12.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,ext0109u,,Zappelig (Z2),,twinlife-2014-F2F_Modul7_EueK,ext0100u,12.0,,"Goodman, R., Meltzer, H., & Bailey, V. (1998). The Strengths and Difficulties Questionnaire: A pilot study on the validity of the self-report version. European child & adolescent psychiatry, 7 (3), 125-130",
twinlife,za6701_person_v3-0-0,fam0100,,Familienstand,,twinlife-2014-F2F_Modul3_Basismodul,fam0100,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,fam0200,,Feste Partnerschaft,,twinlife-2014-F2F_Alteri-OnlineFragebogen,fam0200,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,fam0300,,Geschlecht des Partners,,twinlife-2014-F2F_Alteri-Fragebogen,fam0300,,,"TNS Infratest Sozialforschung. 2014. SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. SOEP Survey Papers 235: Series A. Berlin: DIW/SOEP ; [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",
twinlife,za6701_person_v3-0-0,fpr0400f,,Leiblicher Vater der Zwillinge in Deutschland,,twinlife-2014-F2F_Familienprotokoll,fpr0400f,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0400m,,Leibliche Mutter der Zwillinge in Deutschland,,twinlife-2014-F2F_Familienprotokoll,fpr0400m,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0401f,,Kontakt zum leiblichen Vater der Zwillinge,,twinlife-2014-F2F_Familienprotokoll,fpr0401f,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0401m,,Kontakt zur leiblichen Mutter der Zwillinge,,twinlife-2014-F2F_Familienprotokoll,fpr0401m,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0403f,,Leiblicher Vater der Zwillinge nicht mehr im Haushalt seit - Monat,,twinlife-2014-F2F_Familienprotokoll,fpr0403f,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0403m,,Leibliche Mutter der Zwillinge nicht mehr im Haushalt seit - Monat,,twinlife-2014-F2F_Familienprotokoll,fpr0403m,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0404f,,Leiblicher Vater der Zwillinge nicht mehr im Haushalt seit - Jahr,,twinlife-2014-F2F_Familienprotokoll,fpr0404f,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0404m,,Leibliche Mutter der Zwillinge nicht mehr im Haushalt seit - Jahr,,twinlife-2014-F2F_Familienprotokoll,fpr0404m,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0405f,,Leiblicher Vater der Zwillinge verstorben - Monat,,twinlife-2014-F2F_Familienprotokoll,fpr0405f,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0405m,,Leibliche Mutter der Zwillinge verstorben - Monat,,twinlife-2014-F2F_Familienprotokoll,fpr0405m,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
twinlife,za6701_person_v3-0-0,fpr0406f,,Leiblicher Vater der Zwillinge verstorben - Jahr,,twinlife-2014-F2F_Familienprotokoll,fpr0406f,,,Adaptiert von: Beziehungs- und Familienpanel (pairfam): Pairfam Codebuch Kind Welle 4 2011/12 ; [[URL link]](http://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release7.0/Codebuch_Kind_de__pairfam_Welle_4_2011-12.pdf),
