study_name,dataset_name,variable_name,instrument_name,question_name
twinlife,person,dia5103t,twinlife-2014-F2F_Modul7_EueK,dia5101t
twinlife,person,dia5103u,twinlife-2014-F2F_Modul7_EueK,dia5101u
twinlife,person,dia5104s,twinlife-2014-F2F_Modul7_EueK,dia5001s
twinlife,person,dia5104t,twinlife-2014-F2F_Modul7_EueK,dia5101t
twinlife,person,dia5104u,twinlife-2014-F2F_Modul7_EueK,dia5101u
twinlife,person,dia5200s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5200t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5200u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5201s,twinlife-2014-F2F_Modul7_EueK,dia5201s
twinlife,person,dia5201t,twinlife-2014-F2F_Modul7_EueK,dia5201t
twinlife,person,dia5201u,twinlife-2014-F2F_Modul7_EueK,dia5201u
twinlife,person,dia5202s,twinlife-2014-F2F_Modul7_EueK,dia5201s
twinlife,person,dia5202t,twinlife-2014-F2F_Modul7_EueK,dia5201t
twinlife,person,dia5202u,twinlife-2014-F2F_Modul7_EueK,dia5201u
twinlife,person,dia5203s,twinlife-2014-F2F_Modul7_EueK,dia5201s
twinlife,person,dia5203t,twinlife-2014-F2F_Modul7_EueK,dia5201t
twinlife,person,dia5203u,twinlife-2014-F2F_Modul7_EueK,dia5201u
twinlife,person,dia5204s,twinlife-2014-F2F_Modul7_EueK,dia5201s
twinlife,person,dia5204t,twinlife-2014-F2F_Modul7_EueK,dia5201t
twinlife,person,dia5204u,twinlife-2014-F2F_Modul7_EueK,dia5201u
twinlife,person,dia5300s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5300t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5300u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5301s,twinlife-2014-F2F_Modul7_EueK,dia5301s
twinlife,person,dia5301t,twinlife-2014-F2F_Modul7_EueK,dia5301t
twinlife,person,dia5301u,twinlife-2014-F2F_Modul7_EueK,dia5301u
twinlife,person,dia5302s,twinlife-2014-F2F_Modul7_EueK,dia5301s
twinlife,person,dia5302t,twinlife-2014-F2F_Modul7_EueK,dia5301t
twinlife,person,dia5302u,twinlife-2014-F2F_Modul7_EueK,dia5301u
twinlife,person,dia5303s,twinlife-2014-F2F_Modul7_EueK,dia5301s
twinlife,person,dia5303t,twinlife-2014-F2F_Modul7_EueK,dia5301t
twinlife,person,dia5303u,twinlife-2014-F2F_Modul7_EueK,dia5301u
twinlife,person,dia5304s,twinlife-2014-F2F_Modul7_EueK,dia5301s
twinlife,person,dia5304t,twinlife-2014-F2F_Modul7_EueK,dia5301t
twinlife,person,dia5304u,twinlife-2014-F2F_Modul7_EueK,dia5301u
twinlife,person,dia5400s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5400t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5400u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5401s,twinlife-2014-F2F_Modul7_EueK,dia5401s
twinlife,person,dia5401t,twinlife-2014-F2F_Modul7_EueK,dia5401t
twinlife,person,dia5401u,twinlife-2014-F2F_Modul7_EueK,dia5401u
twinlife,person,dia5402s,twinlife-2014-F2F_Modul7_EueK,dia5401s
twinlife,person,dia5402t,twinlife-2014-F2F_Modul7_EueK,dia5401t
twinlife,person,dia5402u,twinlife-2014-F2F_Modul7_EueK,dia5401u
twinlife,person,dia5403s,twinlife-2014-F2F_Modul7_EueK,dia5401s
twinlife,person,dia5403t,twinlife-2014-F2F_Modul7_EueK,dia5401t
twinlife,person,dia5403u,twinlife-2014-F2F_Modul7_EueK,dia5401u
twinlife,person,dia5404s,twinlife-2014-F2F_Modul7_EueK,dia5401s
twinlife,person,dia5404t,twinlife-2014-F2F_Modul7_EueK,dia5401t
twinlife,person,dia5404u,twinlife-2014-F2F_Modul7_EueK,dia5401u
twinlife,person,dia5500s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5500t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5500u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5501s,twinlife-2014-F2F_Modul7_EueK,dia5501s
twinlife,person,dia5501t,twinlife-2014-F2F_Modul7_EueK,dia5501t
twinlife,person,dia5501u,twinlife-2014-F2F_Modul7_EueK,dia5501u
twinlife,person,dia5502s,twinlife-2014-F2F_Modul7_EueK,dia5501s
twinlife,person,dia5502t,twinlife-2014-F2F_Modul7_EueK,dia5501t
twinlife,person,dia5502u,twinlife-2014-F2F_Modul7_EueK,dia5501u
twinlife,person,dia5503s,twinlife-2014-F2F_Modul7_EueK,dia5501s
twinlife,person,dia5503t,twinlife-2014-F2F_Modul7_EueK,dia5501t
twinlife,person,dia5503u,twinlife-2014-F2F_Modul7_EueK,dia5501u
twinlife,person,dia5504s,twinlife-2014-F2F_Modul7_EueK,dia5501s
twinlife,person,dia5504t,twinlife-2014-F2F_Modul7_EueK,dia5501t
twinlife,person,dia5504u,twinlife-2014-F2F_Modul7_EueK,dia5501u
twinlife,person,dia5600s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5600t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5600u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5601s,twinlife-2014-F2F_Modul7_EueK,dia5601s
twinlife,person,dia5601t,twinlife-2014-F2F_Modul7_EueK,dia5601t
twinlife,person,dia5601u,twinlife-2014-F2F_Modul7_EueK,dia5601u
twinlife,person,dia5602s,twinlife-2014-F2F_Modul7_EueK,dia5601s
twinlife,person,dia5602t,twinlife-2014-F2F_Modul7_EueK,dia5601t
twinlife,person,dia5602u,twinlife-2014-F2F_Modul7_EueK,dia5601u
twinlife,person,dia5603s,twinlife-2014-F2F_Modul7_EueK,dia5601s
twinlife,person,dia5603t,twinlife-2014-F2F_Modul7_EueK,dia5601t
twinlife,person,dia5603u,twinlife-2014-F2F_Modul7_EueK,dia5601u
twinlife,person,dia5604s,twinlife-2014-F2F_Modul7_EueK,dia5601s
twinlife,person,dia5604t,twinlife-2014-F2F_Modul7_EueK,dia5601t
twinlife,person,dia5604u,twinlife-2014-F2F_Modul7_EueK,dia5601u
twinlife,person,dia5700s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5700t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5700u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5701s,twinlife-2014-F2F_Modul7_EueK,dia5701s
twinlife,person,dia5701t,twinlife-2014-F2F_Modul7_EueK,dia5701t
twinlife,person,dia5701u,twinlife-2014-F2F_Modul7_EueK,dia5701u
twinlife,person,dia5702s,twinlife-2014-F2F_Modul7_EueK,dia5701s
twinlife,person,dia5702t,twinlife-2014-F2F_Modul7_EueK,dia5701t
twinlife,person,dia5702u,twinlife-2014-F2F_Modul7_EueK,dia5701u
twinlife,person,dia5703s,twinlife-2014-F2F_Modul7_EueK,dia5701s
twinlife,person,dia5703t,twinlife-2014-F2F_Modul7_EueK,dia5701t
twinlife,person,dia5703u,twinlife-2014-F2F_Modul7_EueK,dia5701u
twinlife,person,dia5704s,twinlife-2014-F2F_Modul7_EueK,dia5701s
twinlife,person,dia5704t,twinlife-2014-F2F_Modul7_EueK,dia5701t
twinlife,person,dia5704u,twinlife-2014-F2F_Modul7_EueK,dia5701u
twinlife,person,dia5800s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5800t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5800u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5801s,twinlife-2014-F2F_Modul7_EueK,dia5801s
twinlife,person,dia5801t,twinlife-2014-F2F_Modul7_EueK,dia5801t
twinlife,person,dia5801u,twinlife-2014-F2F_Modul7_EueK,dia5801u
twinlife,person,dia5802s,twinlife-2014-F2F_Modul7_EueK,dia5801s
twinlife,person,dia5802t,twinlife-2014-F2F_Modul7_EueK,dia5801t
twinlife,person,dia5802u,twinlife-2014-F2F_Modul7_EueK,dia5801u
twinlife,person,dia5803s,twinlife-2014-F2F_Modul7_EueK,dia5801s
twinlife,person,dia5803t,twinlife-2014-F2F_Modul7_EueK,dia5801t
twinlife,person,dia5803u,twinlife-2014-F2F_Modul7_EueK,dia5801u
twinlife,person,dia5804s,twinlife-2014-F2F_Modul7_EueK,dia5801s
twinlife,person,dia5804t,twinlife-2014-F2F_Modul7_EueK,dia5801t
twinlife,person,dia5804u,twinlife-2014-F2F_Modul7_EueK,dia5801u
twinlife,person,dia5900s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia5900t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia5900u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia5901s,twinlife-2014-F2F_Modul7_EueK,dia5901s
twinlife,person,dia5901t,twinlife-2014-F2F_Modul7_EueK,dia5901t
twinlife,person,dia5901u,twinlife-2014-F2F_Modul7_EueK,dia5901u
twinlife,person,dia5902s,twinlife-2014-F2F_Modul7_EueK,dia5901s
twinlife,person,dia5902t,twinlife-2014-F2F_Modul7_EueK,dia5901t
twinlife,person,dia5902u,twinlife-2014-F2F_Modul7_EueK,dia5901u
twinlife,person,dia5903s,twinlife-2014-F2F_Modul7_EueK,dia5901s
twinlife,person,dia5903t,twinlife-2014-F2F_Modul7_EueK,dia5901t
twinlife,person,dia5903u,twinlife-2014-F2F_Modul7_EueK,dia5901u
twinlife,person,dia5904s,twinlife-2014-F2F_Modul7_EueK,dia5901s
twinlife,person,dia5904t,twinlife-2014-F2F_Modul7_EueK,dia5901t
twinlife,person,dia5904u,twinlife-2014-F2F_Modul7_EueK,dia5901u
twinlife,person,dia6000s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6000t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6000u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6001s,twinlife-2014-F2F_Modul7_EueK,dia6001s
twinlife,person,dia6001t,twinlife-2014-F2F_Modul7_EueK,dia6001t
twinlife,person,dia6001u,twinlife-2014-F2F_Modul7_EueK,dia6001u
twinlife,person,dia6002s,twinlife-2014-F2F_Modul7_EueK,dia6001s
twinlife,person,dia6002t,twinlife-2014-F2F_Modul7_EueK,dia6001t
twinlife,person,dia6002u,twinlife-2014-F2F_Modul7_EueK,dia6001u
twinlife,person,dia6003s,twinlife-2014-F2F_Modul7_EueK,dia6001s
twinlife,person,dia6003t,twinlife-2014-F2F_Modul7_EueK,dia6001t
twinlife,person,dia6003u,twinlife-2014-F2F_Modul7_EueK,dia6001u
twinlife,person,dia6004s,twinlife-2014-F2F_Modul7_EueK,dia6001s
twinlife,person,dia6004t,twinlife-2014-F2F_Modul7_EueK,dia6001t
twinlife,person,dia6004u,twinlife-2014-F2F_Modul7_EueK,dia6001u
twinlife,person,dia6100s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6100t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6100u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6101s,twinlife-2014-F2F_Modul7_EueK,dia6101s
twinlife,person,dia6101t,twinlife-2014-F2F_Modul7_EueK,dia6101t
twinlife,person,dia6101u,twinlife-2014-F2F_Modul7_EueK,dia6101u
twinlife,person,dia6102s,twinlife-2014-F2F_Modul7_EueK,dia6101s
twinlife,person,dia6102t,twinlife-2014-F2F_Modul7_EueK,dia6101t
twinlife,person,dia6102u,twinlife-2014-F2F_Modul7_EueK,dia6101u
twinlife,person,dia6103s,twinlife-2014-F2F_Modul7_EueK,dia6101s
twinlife,person,dia6103t,twinlife-2014-F2F_Modul7_EueK,dia6101t
twinlife,person,dia6103u,twinlife-2014-F2F_Modul7_EueK,dia6101u
twinlife,person,dia6104s,twinlife-2014-F2F_Modul7_EueK,dia6101s
twinlife,person,dia6104t,twinlife-2014-F2F_Modul7_EueK,dia6101t
twinlife,person,dia6104u,twinlife-2014-F2F_Modul7_EueK,dia6101u
twinlife,person,dia6200s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6200t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6200u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6201s,twinlife-2014-F2F_Modul7_EueK,dia6201s
twinlife,person,dia6201t,twinlife-2014-F2F_Modul7_EueK,dia6201t
twinlife,person,dia6201u,twinlife-2014-F2F_Modul7_EueK,dia6201u
twinlife,person,dia6202s,twinlife-2014-F2F_Modul7_EueK,dia6201s
twinlife,person,dia6202t,twinlife-2014-F2F_Modul7_EueK,dia6201t
twinlife,person,dia6202u,twinlife-2014-F2F_Modul7_EueK,dia6201u
twinlife,person,dia6203s,twinlife-2014-F2F_Modul7_EueK,dia6201s
twinlife,person,dia6203t,twinlife-2014-F2F_Modul7_EueK,dia6201t
twinlife,person,dia6203u,twinlife-2014-F2F_Modul7_EueK,dia6201u
twinlife,person,dia6204s,twinlife-2014-F2F_Modul7_EueK,dia6201s
twinlife,person,dia6204t,twinlife-2014-F2F_Modul7_EueK,dia6201t
twinlife,person,dia6204u,twinlife-2014-F2F_Modul7_EueK,dia6201u
twinlife,person,dia6300s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6300t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6300u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6301s,twinlife-2014-F2F_Modul7_EueK,dia6301s
twinlife,person,dia6301t,twinlife-2014-F2F_Modul7_EueK,dia6301t
twinlife,person,dia6301u,twinlife-2014-F2F_Modul7_EueK,dia6301u
twinlife,person,dia6302s,twinlife-2014-F2F_Modul7_EueK,dia6301s
twinlife,person,dia6302t,twinlife-2014-F2F_Modul7_EueK,dia6301t
twinlife,person,dia6302u,twinlife-2014-F2F_Modul7_EueK,dia6301u
twinlife,person,dia6303s,twinlife-2014-F2F_Modul7_EueK,dia6301s
twinlife,person,dia6303t,twinlife-2014-F2F_Modul7_EueK,dia6301t
twinlife,person,dia6303u,twinlife-2014-F2F_Modul7_EueK,dia6301u
twinlife,person,dia6304s,twinlife-2014-F2F_Modul7_EueK,dia6301s
twinlife,person,dia6304t,twinlife-2014-F2F_Modul7_EueK,dia6301t
twinlife,person,dia6304u,twinlife-2014-F2F_Modul7_EueK,dia6301u
twinlife,person,dia6400s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6400t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6400u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6401s,twinlife-2014-F2F_Modul7_EueK,dia6401s
twinlife,person,dia6401t,twinlife-2014-F2F_Modul7_EueK,dia6401t
twinlife,person,dia6401u,twinlife-2014-F2F_Modul7_EueK,dia6401u
twinlife,person,dia6402s,twinlife-2014-F2F_Modul7_EueK,dia6401s
twinlife,person,dia6402t,twinlife-2014-F2F_Modul7_EueK,dia6401t
twinlife,person,dia6402u,twinlife-2014-F2F_Modul7_EueK,dia6401u
twinlife,person,dia6403s,twinlife-2014-F2F_Modul7_EueK,dia6401s
twinlife,person,dia6403t,twinlife-2014-F2F_Modul7_EueK,dia6401t
twinlife,person,dia6403u,twinlife-2014-F2F_Modul7_EueK,dia6401u
twinlife,person,dia6404s,twinlife-2014-F2F_Modul7_EueK,dia6401s
twinlife,person,dia6404t,twinlife-2014-F2F_Modul7_EueK,dia6401t
twinlife,person,dia6404u,twinlife-2014-F2F_Modul7_EueK,dia6401u
twinlife,person,dia6600s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6600t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6600u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6700s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6700t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6700u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dia6800s,twinlife-2014-F2F_Modul7_EueK,dia5000s
twinlife,person,dia6800t,twinlife-2014-F2F_Modul7_EueK,dia5000t
twinlife,person,dia6800u,twinlife-2014-F2F_Modul7_EueK,dia5000u
twinlife,person,dis0100,twinlife-2014-F2F_Modul5_CASI,dis0100
twinlife,person,dis0200,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,dis0201,twinlife-2014-F2F_Modul5_CASI,dis0201
twinlife,person,dis0300,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,dis0301,twinlife-2014-F2F_Modul5_CASI,dis0301
twinlife,person,dis0400,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,dis0401,twinlife-2014-F2F_Modul5_CASI,dis0401
twinlife,person,dis0500,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,dis0501,twinlife-2014-F2F_Modul5_CASI,dis0501
twinlife,person,dis0600,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,dis0601,twinlife-2014-F2F_Modul5_CASI,dis0601
twinlife,person,dis0700,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,dis0701,twinlife-2014-F2F_Modul5_CASI,dis0701
twinlife,person,dis0799,twinlife-2014-F2F_Modul5_CASI,dis0200
twinlife,person,doc0100,twinlife-2014-F2F_Modul5_CASI,doc0100
twinlife,person,doc0100s,twinlife-2014-F2F_Modul7_EueK,doc0100s
twinlife,person,doc0100t,twinlife-2014-F2F_Modul7_EueK,doc0100t
twinlife,person,doc0100u,twinlife-2014-F2F_Modul7_EueK,doc0100u
twinlife,person,doc0101,twinlife-2014-F2F_Modul5_CASI,doc0101
twinlife,person,doc0101s,twinlife-2014-F2F_Modul7_EueK,doc0101s
twinlife,person,doc0101t,twinlife-2014-F2F_Modul7_EueK,doc0101t
twinlife,person,doc0101u,twinlife-2014-F2F_Modul7_EueK,doc0101u
twinlife,person,eac0100s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0100t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0100u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eac0200s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0200t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0200u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eac0300s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0300t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0300u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eac0400s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0400t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0400u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eac0500s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0500t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0500u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eac0600s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0600t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0600u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eac0700s,twinlife-2014-F2F_Modul6_Betreuung,eac0100s
twinlife,person,eac0700t,twinlife-2014-F2F_Modul6_Betreuung,eac0100t
twinlife,person,eac0700u,twinlife-2014-F2F_Modul6_Betreuung,eac0100u
twinlife,person,eca0100,twinlife-2014-F2F_Modul3_Basismodul,eca0100
twinlife,person,eca0102,twinlife-2014-F2F_Modul3_Basismodul,eca0102
twinlife,person,eca0104,twinlife-2014-F2F_Modul3_Basismodul,eca0104
twinlife,person,eca0105,twinlife-2014-F2F_Modul3_Basismodul,eca0105
twinlife,person,eca0200,twinlife-2014-F2F_Modul3_Basismodul,eca0200
twinlife,person,eca0201,twinlife-2014-F2F_Modul3_Basismodul,eca0201
twinlife,person,eca0300,twinlife-2014-F2F_Modul3_Basismodul,eca0300
twinlife,person,eca0300s,twinlife-2014-F2F_Modul6_Betreuung,eca0300s
twinlife,person,eca0300t,twinlife-2014-F2F_Modul6_Betreuung,eca0300t
twinlife,person,eca0300u,twinlife-2014-F2F_Modul6_Betreuung,eca0300u
twinlife,person,eca0301,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0301s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0301t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0301u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0302,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0302s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0302t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0302u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0303,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0303s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0303t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0303u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0304,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0304s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0304t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0304u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0305,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0305s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0305t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0305u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0306,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0306s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0306t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0306u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0307,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0307s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0307t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0307u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0308,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0308s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0308t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0308u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0309,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0309s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0309t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0309u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0310,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0310s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0310t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0310u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0311,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0311s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0311t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0311u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0312,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0312s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0312t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0312u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0313,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0313s,twinlife-2014-F2F_Modul6_Betreuung,eca0301s
twinlife,person,eca0313t,twinlife-2014-F2F_Modul6_Betreuung,eca0301t
twinlife,person,eca0313u,twinlife-2014-F2F_Modul6_Betreuung,eca0301u
twinlife,person,eca0398,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0399,twinlife-2014-F2F_Modul3_Basismodul,eca0301
twinlife,person,eca0400,twinlife-2014-F2F_Modul3_Basismodul,eca0400
twinlife,person,eca0400s,twinlife-2014-F2F_Modul6_Betreuung,eca0400s
twinlife,person,eca0400t,twinlife-2014-F2F_Modul6_Betreuung,eca0400t
twinlife,person,eca0400u,twinlife-2014-F2F_Modul6_Betreuung,eca0400u
twinlife,person,eca0401,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0401s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0401t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0401u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0402,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0402s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0402t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0402u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0403,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0403s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0403t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0403u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0404,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0404s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0404t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0404u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0405,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0405s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0405t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0405u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0406,twinlife-2014-F2F_Modul3_Basismodul,eca0401
twinlife,person,eca0406s,twinlife-2014-F2F_Modul6_Betreuung,eca0401s
twinlife,person,eca0406t,twinlife-2014-F2F_Modul6_Betreuung,eca0401t
twinlife,person,eca0406u,twinlife-2014-F2F_Modul6_Betreuung,eca0401u
twinlife,person,eca0407,twinlife-2014-F2F_Modul3_Basismodul,eca0401
